no,nama,komentar,rating,link
148,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Jas hujan dengan harga yang murah, pengiriman cepat. Untuk kualitas tentunya tidak diragukan lagi. Bahan tebal, ada kancing depan dan ada juga resleting. Untuk warna juga sesuai dengan apa yang saya inginkan.. Semoga barangnya awet.",5,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
149,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Pengirimannya cepat, bahannya juga bagus, ada double lemnya, jdi ga tembus",5,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
150,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,Mantep barangnya kualitas nya lumayan juga... Barang mendarat langsung action dulu biar lebih kece hehehe.... Semoga saja bisa awet ya.... Sukses selalu dan tetap inovasi tuk bahan ,5,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
151,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Kali ini gak nyesal mesan di sini, barang sesuai harapan. Fix kalau hujan deras bakalan aman gak kehujanan lagi, ya mudah-mudahan di pake awet gak gampang koyak.",4,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
152,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Produknya bagus, bahannya lentur banget, elastis dan ukurannya besar, meskipun over load pengiriman juga ga terlalu lama, sby-bwi (3 hari), bagus suka banget warnanya, ini milih warna yg ga gampang bikin buluq. Baguss banged, sesuai lah dengan harganya.",4,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
153,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,Bagus,3,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
154,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Ukuran tidak sesuai. Diterima ukuran M dgn LD 122. Padahal pesen XXL dgn LD 134. Ingin tuker, mungkin biaya penukaran di tanggung pembeli, mls. Warna sesuai.",3,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
155,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,Tembus dari bagian depan n kepala... Sangat mengecewakan ...,2,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
156,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,"Ku kira bahanya iya kaya karet, ternyata keras :( pas di pake ehh tembuss apalagi di bagian celananya :(",2,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
157,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,Jas hujannya rembes.. ini dipake pas hujan gak besar apalagi klo hujan lebat.. kecewa banget. Harusnya produknya diperbaiki lagi biar gak mengecewakan customer.,1,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
158,Jas Hujan Motor Extrime Pria dan Wanita Original Bahan Tebal,Jas hujan nya bolong Kecewa sama penjual kenapa gk di cek dulu,1,https://shopee.co.id/Jas-Hujan-Motor-Extrime-Pria-dan-Wanita-Original-Bahan-Tebal-i.293704172.3003083801?sp_atk=5036c711-1083-4655-81cc-c400563f208e&xptdk=5036c711-1083-4655-81cc-c400563f208e
159,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Bahannya ringan semoga awet tidak tembus air hujannya dan warnanya cocok,5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487010
160,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,"Pesanan sesuai, pesanan datang tepat waktu. Bagus dan sesuai dengan gambar, next order lagi lah di toko ini...",5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487011
161,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,"Produk oke sesuai harga,pengiriman pun cepat...semoga awet...makasih...",5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487014
162,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,"Sesuai Dengan Square, Colour, Delivery On Time, Kerenlah",4,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487015
163,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Sanggat membantu,4,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487016
164,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Kualitas produk baik. Produk original. Harga produk sangat luar biasa. Kecepatan pengiriman sangat baik. Respon penjual baik,4,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487017
165,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,"Bahannya tipiss untuk harga 180++, dr awal datang dan megang bahannya, udah pasti ngerembes kena air. Lalu tes kupakai bagian atas mantel di shower kamar mandi setelah 1 menitan , wassalam basah badan . Modelnya memang bagus, tapi manfaatnya mohon maaf gak ada, krn tembus air. Tolong perbaiki kualitas barangnya. Kalau tau bahan tipis mungkin aku bisa pilih ukuran s , lumayan buat celana joging.",3,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487018
166,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Tipis banget kecewa,3,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487019
167,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Suka sekali dengan jas hujannya . Terimakasih ,5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487020
168,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,Semoga awet di pake nya aamiin,5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487021
169,Raincoat DYORA Aussie Series Yellow / Jas Hujan Pria Wanita DYORA Original Mantel Hujan Cowok Cewek Jas Ujan Setelan Dewasa Remaja,"Tidak meragukan,barang sesuai pesanan,",5,https://shopee.co.id/Raincoat-DYORA-Aussie-Series-Pink-Jas-Hujan-Pria-Wanita-DYORA-Original-Mantel-Hujan-Cowok-Jas-Hujan-Saku-Kangguru-i.102209630.17772928025?sp_atk=ea690fcc-d7cd-421f-99c1-89a803487010&xptdk=ea690fcc-d7cd-421f-99c1-89a803487024
170,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,"Kualitas sesuai dengan harga, berharap tidak mudah sobek + mrembes dikala hujan. Terimakasih reseller",5,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05845
171,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,"Alhamdulillah cpt sampai nya karena butuh banget di saat musim hujan gini,udah di coba juga tadi bagus bahan nya makasiih",4,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05846
172,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,Pesanan sesuai.. Packing standar.. Penjual (sejauh ini) responsif Nanti di review lagi kalo udah di pake.. rembes apa enggak.. Mudah mudahan sih aman.. Makasih,4,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05847
173,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,"Bagian dadanya rembes ternyata padahal hujan gerimis, semoga bisa diperbaiki kedepannya",4,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05848
174,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,Agak tipis tapi lumayan lah untuk harga segitu.,4,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05849
175,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,Semoga sukses terus n lancar amin..,3,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05850
176,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,"Maaf saya rubah Ratingnya, sebelumnya saya suka dgn bahan dan kualitas,akan tetapi setelah saya coba hujan agak deras , merembes bgt di bagian Dada sampai perut. Tetapi untuk celana aman tidak rembes. Bisa di lihat Pada Foto yg saya Upload, semoga kritik dan saran kami di terima dgn baik. Terimakasih",3,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05851
177,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,Hadeeeh padahal ga ada robek mantelnya. Baju celana gw basah. Harga oke kualitas.................,2,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05852
178,HECTICDAY Jas Hujan Setelan Premium All Size Pria Wanita Tebal Anti Angin Saku Kangguru Anti Air mantel hujan Anti Rembes Jas Ujan,pas pertama di coba langsung tembus baju sama celananya.,1,https://shopee.co.id/HECTICDAY-Jas-Hujan-Setelan-Premium-All-Size-Pria-Wanita-Tebal-Anti-Angin-Saku-Kangguru-Anti-Air-mantel-hujan-Anti-Rembes-Jas-Ujan-Pria-i.416626002.20118536534?sp_atk=61a876cb-571d-49c9-9229-dfb9e2d05839&xptdk=61a876cb-571d-49c9-9229-dfb9e2d05853
179,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,Baik bagus mantap,4,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e8
180,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,"Kualitas pelayanan dan pengiriman barang oleh penjual cukup cepat dan baik. Untuk kualitas produk cukup puas dan sesuai sampai saat ini. Tidak tembus, rembes atau bocor pada bagian atas (jaket) dalam keadaan hujan intensitas sedang selama 40 menit lebih perjalanan. Namun, pada bagian bawah masih terdapat rembes (tepatnya di bagian selangkangan). Kekurangan yang saya dapat pada pesanan saya hanya ada pada warna dan tidak begitu masalah buat saya. Ada warna yang pudar pada sisi samping jaket (warna biru). Sedangkan, pesanan saya adalah warna hitam (namun lebih terlihat seperti warna abu-abu). Secara keseluruhan, produk sesuai dengan deskripsi dan gambar hingga saat penilaian/review produk ini. Kualitas baik dan menjanjikan. Semoga kualitas produk akan ketahanan dan warnanya bertahan hingga pemakaian 1-2 tahun. Terima kasih, Seller. Recommended!",4,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e8
181,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,"Barangnya bagus, cmn bagusan kalau ada pilihan size nya, thnkyou",4,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e10
182,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,"Bagus, cuman kebetulan dapet yg resleting nya gk kejait, jadi agak bolong, semoga gk ngaruh aja pas ujan",3,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e11
183,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,Minta Hitam di Kirim Hijau.,3,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e12
184,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,Ternyata setelah dipakai dibeberapa bagian banyak yang rembes jahitan nya,2,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e13
185,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,jahitan tidak rapi,2,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e14
186,ASADTSU Jas Hujan Kangguru Bahan PVC Setelan Dewasa Pria Dan Wanita,"Pembelian yg kedua, gara"" jas yg pertama berlubang pas jatuh dr motor 😅 Maaf saya ubah penilaiannya karena celananya merembes, gimana nih QC nya, 😥",2,https://shopee.co.id/ASADTSU-Jas-Hujan-Kangguru-Bahan-PVC-Setelan-Dewasa-Pria-Dan-Wanita-i.215248216.23605779468?sp_atk=d8e5e48f-9fcc-4763-be60-060adf2733e8&xptdk=d8e5e48f-9fcc-4763-be60-060adf2733e15
187,Elmondo 905 Jas Hujan Karet - Jas Ujan Wanita Pria - Setelan Jas Hujan,"Barang sudah keterima gak kurang, semoga dalam nya gak ada cacat. Packing'n biasa pengiriman cepat.",4,https://shopee.co.id/Elmondo-905-Jas-Hujan-Karet-Jas-Ujan-Wanita-Pria-Setelan-Jas-Hujan-i.329856005.6171725614?sp_atk=1edfda2a-110a-4de3-9398-2970ded336e2&xptdk=1edfda2a-110a-4de3-9398-2970ded336e2
